timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1713189899592,655,planificación_(unidad_desde_cero)/asistencia-diarias-685,200,OK,Asistencia_mensual 1-1,text,true,,7902,1701,1,1,https://sso.lirmi.dev/login,218,0,0
1713189899592,218,planificación_(unidad_desde_cero)/asistencia-diarias-685-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,575,1,1,https://norma.lirmi.dev/asistencia-diarias?mes_id=1&curso_id=108424,218,0,0
1713189899810,216,planificación_(unidad_desde_cero)/asistencia-diarias-685-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,591,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,216,0,0
1713189900027,220,planificación_(unidad_desde_cero)/asistencia-diarias-685-2,200,OK,Asistencia_mensual 1-1,text,true,,3990,535,1,1,https://sso.lirmi.dev/login,219,0,0
1713189900247,218,planificación_(unidad_desde_cero)/api/v1/notificaciones-686,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,218,0,0
1713189900471,308,planificación_(unidad_desde_cero)/api/v1/listas-inasistencias-687,200,OK,Asistencia_mensual 1-1,text,true,,648,1089,1,1,https://norma.lirmi.dev/api/v1/listas-inasistencias,308,0,0
1713189900780,698,planificación_(unidad_desde_cero)/asistencia-diarias-688,200,OK,Asistencia_mensual 1-1,text,true,,7904,1701,1,1,https://sso.lirmi.dev/login,348,0,0
1713189900780,348,planificación_(unidad_desde_cero)/asistencia-diarias-688-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,575,1,1,https://norma.lirmi.dev/asistencia-diarias?mes_id=1&curso_id=108424,348,0,0
1713189901128,169,planificación_(unidad_desde_cero)/asistencia-diarias-688-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,591,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,169,0,0
1713189901297,181,planificación_(unidad_desde_cero)/asistencia-diarias-688-2,200,OK,Asistencia_mensual 1-1,text,true,,3992,535,1,1,https://sso.lirmi.dev/login,180,0,0
1713189901479,237,planificación_(unidad_desde_cero)/api/v1/notificaciones-689,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,236,0,0
1713189901716,385,planificación_(unidad_desde_cero)/api/v1/listas-inasistencias-690,200,OK,Asistencia_mensual 1-1,text,true,,648,1089,1,1,https://norma.lirmi.dev/api/v1/listas-inasistencias,385,0,0
1713189902101,659,planificación_(unidad_desde_cero)/asistencia-diarias-691,200,OK,Asistencia_mensual 1-1,text,true,,7901,1701,1,1,https://sso.lirmi.dev/login,224,0,0
1713189902101,225,planificación_(unidad_desde_cero)/asistencia-diarias-691-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,575,1,1,https://norma.lirmi.dev/asistencia-diarias?mes_id=1&curso_id=108424,224,0,0
1713189902326,212,planificación_(unidad_desde_cero)/asistencia-diarias-691-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,591,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,212,0,0
1713189902539,221,planificación_(unidad_desde_cero)/asistencia-diarias-691-2,200,OK,Asistencia_mensual 1-1,text,true,,3989,535,1,1,https://sso.lirmi.dev/login,220,0,0
1713189902761,323,planificación_(unidad_desde_cero)/api/v1/notificaciones-692,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,322,0,0
1713189903084,309,planificación_(unidad_desde_cero)/api/v1/listas-inasistencias-693,200,OK,Asistencia_mensual 1-1,text,true,,648,1089,1,1,https://norma.lirmi.dev/api/v1/listas-inasistencias,309,0,0
1713189903393,588,planificación_(unidad_desde_cero)/asistencia-diarias-694,200,OK,Asistencia_mensual 1-1,text,true,,7902,1701,1,1,https://sso.lirmi.dev/login,172,0,0
1713189903393,172,planificación_(unidad_desde_cero)/asistencia-diarias-694-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,575,1,1,https://norma.lirmi.dev/asistencia-diarias?mes_id=1&curso_id=108424,172,0,0
1713189903565,202,planificación_(unidad_desde_cero)/asistencia-diarias-694-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,591,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,202,0,0
1713189903768,213,planificación_(unidad_desde_cero)/asistencia-diarias-694-2,200,OK,Asistencia_mensual 1-1,text,true,,3990,535,1,1,https://sso.lirmi.dev/login,213,0,0
1713189903981,222,planificación_(unidad_desde_cero)/api/v1/notificaciones-695,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,221,0,0
1713189904203,350,planificación_(unidad_desde_cero)/api/v1/listas-inasistencias-696,200,OK,Asistencia_mensual 1-1,text,true,,648,1089,1,1,https://norma.lirmi.dev/api/v1/listas-inasistencias,350,0,0
1713189904558,513,planificación_(unidad_desde_cero)/asistencia-diarias-697,200,OK,Asistencia_mensual 1-1,text,true,,7904,1701,1,1,https://sso.lirmi.dev/login,173,0,0
1713189904558,174,planificación_(unidad_desde_cero)/asistencia-diarias-697-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,575,1,1,https://norma.lirmi.dev/asistencia-diarias?mes_id=1&curso_id=108424,173,0,0
1713189904732,169,planificación_(unidad_desde_cero)/asistencia-diarias-697-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,591,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,169,0,0
1713189904901,170,planificación_(unidad_desde_cero)/asistencia-diarias-697-2,200,OK,Asistencia_mensual 1-1,text,true,,3992,535,1,1,https://sso.lirmi.dev/login,170,0,0
1713189905072,213,planificación_(unidad_desde_cero)/api/v1/notificaciones-698,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,213,0,0
1713189905286,302,planificación_(unidad_desde_cero)/api/v1/listas-inasistencias-699,200,OK,Asistencia_mensual 1-1,text,true,,648,1089,1,1,https://norma.lirmi.dev/api/v1/listas-inasistencias,302,0,0
1713189905589,514,planificación_(unidad_desde_cero)/asistencia-diarias-700,200,OK,Asistencia_mensual 1-1,text,true,,7905,1701,1,1,https://sso.lirmi.dev/login,169,0,0
1713189905589,169,planificación_(unidad_desde_cero)/asistencia-diarias-700-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,575,1,1,https://norma.lirmi.dev/asistencia-diarias?mes_id=1&curso_id=108424,169,0,0
1713189905758,175,planificación_(unidad_desde_cero)/asistencia-diarias-700-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,591,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,175,0,0
1713189905934,169,planificación_(unidad_desde_cero)/asistencia-diarias-700-2,200,OK,Asistencia_mensual 1-1,text,true,,3993,535,1,1,https://sso.lirmi.dev/login,169,0,0
1713189906104,415,planificación_(unidad_desde_cero)/api/v1/notificaciones-701,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,415,0,0
1713189906521,393,planificación_(unidad_desde_cero)/api/v1/listas-inasistencias-702,200,OK,Asistencia_mensual 1-1,text,true,,648,1089,1,1,https://norma.lirmi.dev/api/v1/listas-inasistencias,392,0,0
1713189906914,532,planificación_(unidad_desde_cero)/asistencia-diarias-703,200,OK,Asistencia_mensual 1-1,text,true,,7901,1701,1,1,https://sso.lirmi.dev/login,181,0,0
1713189906914,182,planificación_(unidad_desde_cero)/asistencia-diarias-703-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,575,1,1,https://norma.lirmi.dev/asistencia-diarias?mes_id=1&curso_id=108424,181,0,0
1713189907096,169,planificación_(unidad_desde_cero)/asistencia-diarias-703-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,591,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,169,0,0
1713189907265,181,planificación_(unidad_desde_cero)/asistencia-diarias-703-2,200,OK,Asistencia_mensual 1-1,text,true,,3989,535,1,1,https://sso.lirmi.dev/login,181,0,0
1713189907447,226,planificación_(unidad_desde_cero)/api/v1/notificaciones-704,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,226,0,0
1713189907674,331,planificación_(unidad_desde_cero)/api/v1/listas-inasistencias-705,200,OK,Asistencia_mensual 1-1,text,true,,648,1089,1,1,https://norma.lirmi.dev/api/v1/listas-inasistencias,331,0,0
1713189908006,546,planificación_(unidad_desde_cero)/asistencia-diarias-706,200,OK,Asistencia_mensual 1-1,text,true,,7903,1701,1,1,https://sso.lirmi.dev/login,185,0,0
1713189908006,185,planificación_(unidad_desde_cero)/asistencia-diarias-706-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,575,1,1,https://norma.lirmi.dev/asistencia-diarias?mes_id=1&curso_id=108424,185,0,0
1713189908191,188,planificación_(unidad_desde_cero)/asistencia-diarias-706-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,591,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,188,0,0
1713189908379,173,planificación_(unidad_desde_cero)/asistencia-diarias-706-2,200,OK,Asistencia_mensual 1-1,text,true,,3991,535,1,1,https://sso.lirmi.dev/login,173,0,0
1713189908553,224,planificación_(unidad_desde_cero)/api/v1/notificaciones-707,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,224,0,0
1713189908777,365,planificación_(unidad_desde_cero)/api/v1/listas-inasistencias-708,200,OK,Asistencia_mensual 1-1,text,true,,648,1089,1,1,https://norma.lirmi.dev/api/v1/listas-inasistencias,365,0,0
1713189909143,509,planificación_(unidad_desde_cero)/asistencia-diarias-709,200,OK,Asistencia_mensual 1-1,text,true,,7904,1701,1,1,https://sso.lirmi.dev/login,166,0,0
1713189909143,166,planificación_(unidad_desde_cero)/asistencia-diarias-709-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,575,1,1,https://norma.lirmi.dev/asistencia-diarias?mes_id=1&curso_id=108424,166,0,0
1713189909309,167,planificación_(unidad_desde_cero)/asistencia-diarias-709-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,591,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,167,0,0
1713189909476,176,planificación_(unidad_desde_cero)/asistencia-diarias-709-2,200,OK,Asistencia_mensual 1-1,text,true,,3992,535,1,1,https://sso.lirmi.dev/login,176,0,0
1713189909653,221,planificación_(unidad_desde_cero)/api/v1/notificaciones-710,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,221,0,0
1713189909875,332,planificación_(unidad_desde_cero)/api/v1/listas-inasistencias-711,200,OK,Asistencia_mensual 1-1,text,true,,648,1089,1,1,https://norma.lirmi.dev/api/v1/listas-inasistencias,332,0,0
1713189910274,534,planificación_(unidad_desde_cero)/asistencia-diarias-712,200,OK,Asistencia_mensual 1-1,text,true,,7903,1701,1,1,https://sso.lirmi.dev/login,172,0,0
1713189910274,172,planificación_(unidad_desde_cero)/asistencia-diarias-712-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,575,1,1,https://norma.lirmi.dev/asistencia-diarias?mes_id=1&curso_id=108424,172,0,0
1713189910447,176,planificación_(unidad_desde_cero)/asistencia-diarias-712-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,591,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,175,0,0
1713189910623,185,planificación_(unidad_desde_cero)/asistencia-diarias-712-2,200,OK,Asistencia_mensual 1-1,text,true,,3991,535,1,1,https://sso.lirmi.dev/login,184,0,0
1713189910808,248,planificación_(unidad_desde_cero)/api/v1/notificaciones-713,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,246,0,0
